Date,Price,Open,High,Low,Change %
1-Feb-18,"1,349.19","1,345.40","1,351.42","1,337.30",0.30%
31-Jan-18,"1,345.10","1,338.87","1,347.93","1,332.70",0.49%
30-Jan-18,"1,338.55","1,340.67","1,349.12","1,334.48",-0.13%
29-Jan-18,"1,340.35","1,350.07","1,352.65","1,337.74",-0.73%
26-Jan-18,"1,350.14","1,348.36","1,357.39","1,344.38",0.16%
25-Jan-18,"1,348.05","1,358.48","1,366.47","1,343.10",-0.74%
24-Jan-18,"1,358.15","1,341.45","1,361.88","1,339.27",1.25%
23-Jan-18,"1,341.39","1,334.45","1,342.22","1,331.54",0.55%
22-Jan-18,"1,334.11","1,334.88","1,336.04","1,328.71",0.17%
19-Jan-18,"1,331.80","1,327.49","1,338.37","1,326.46",0.35%
18-Jan-18,"1,327.19","1,327.75","1,333.14","1,323.79",-0.04%
17-Jan-18,"1,327.73","1,338.29","1,343.99","1,326.73",-0.81%
16-Jan-18,"1,338.61","1,340.06","1,342.35","1,331.73",-0.12%
15-Jan-18,"1,340.16","1,337.05","1,344.93","1,336.14",0.13%
12-Jan-18,"1,338.40","1,322.82","1,339.40","1,321.16",1.21%
11-Jan-18,"1,322.42","1,316.89","1,323.98","1,315.49",0.40%
10-Jan-18,"1,317.19","1,313.28","1,326.94","1,308.29",0.35%
9-Jan-18,"1,312.66","1,320.63","1,320.68","1,308.80",-0.60%
8-Jan-18,"1,320.58","1,320.04","1,322.22","1,314.97",0.03%
5-Jan-18,"1,320.21","1,323.50","1,323.83","1,313.81",-0.21%
4-Jan-18,"1,322.97","1,312.53","1,325.92","1,305.67",0.77%
3-Jan-18,"1,312.84","1,318.16","1,321.40","1,307.16",-0.40%
2-Jan-18,"1,318.14","1,302.55","1,318.98","1,302.51",0.86%
1-Jan-18,"1,306.86","1,303.43","1,307.72","1,302.43",0.33%
29-Dec-17,"1,302.55","1,294.85","1,307.69","1,293.59",0.60%
28-Dec-17,"1,294.84","1,287.31","1,295.30","1,286.66",0.58%
27-Dec-17,"1,287.41","1,283.64","1,289.40","1,281.46",0.32%
26-Dec-17,"1,283.29","1,274.91","1,283.77","1,273.25",0.63%
25-Dec-17,"1,275.24","1,275.24","1,275.24","1,275.24",0.02%
22-Dec-17,"1,275.01","1,267.12","1,276.38","1,265.10",0.65%
21-Dec-17,"1,266.76","1,265.62","1,268.97","1,263.02",0.09%
20-Dec-17,"1,265.62","1,261.69","1,267.84","1,261.23",0.31%
19-Dec-17,"1,261.72","1,261.70","1,265.26","1,258.97",0.00%
18-Dec-17,"1,261.69","1,253.79","1,264.37","1,252.68",0.51%
15-Dec-17,"1,255.26","1,252.83","1,261.89","1,251.94",0.19%
14-Dec-17,"1,252.85","1,255.54","1,259.18","1,249.92",-0.21%
13-Dec-17,"1,255.45","1,243.88","1,256.95","1,240.06",0.93%
12-Dec-17,"1,243.85","1,242.25","1,246.62","1,236.31",0.15%
11-Dec-17,"1,241.96","1,247.28","1,251.67","1,240.19",-0.50%
8-Dec-17,"1,248.14","1,247.34","1,252.66","1,244.34",0.12%
7-Dec-17,"1,246.70","1,264.26","1,264.82","1,244.11",-1.36%
6-Dec-17,"1,263.94","1,266.62","1,269.32","1,262.39",-0.21%
5-Dec-17,"1,266.55","1,276.54","1,277.41","1,261.11",-0.76%
4-Dec-17,"1,276.23","1,272.93","1,277.24","1,271.80",-0.31%
1-Dec-17,"1,280.26","1,274.29","1,289.58","1,271.58",0.43%
30-Nov-17,"1,274.76","1,283.88","1,285.70","1,270.51",-0.69%
29-Nov-17,"1,283.57","1,293.90","1,296.75","1,281.98",-0.81%
28-Nov-17,"1,294.01","1,294.85","1,297.74","1,291.01",-0.04%
27-Nov-17,"1,294.50","1,288.57","1,299.20","1,286.47",0.49%
24-Nov-17,"1,288.22","1,291.51","1,293.61","1,286.15",-0.23%
23-Nov-17,"1,291.25","1,292.40","1,293.46","1,287.46",-0.07%
22-Nov-17,"1,292.12","1,280.38","1,294.75","1,278.77",0.91%
21-Nov-17,"1,280.48","1,276.70","1,284.87","1,276.08",0.30%
20-Nov-17,"1,276.70","1,292.68","1,294.80","1,274.92",-1.37%
17-Nov-17,"1,294.37","1,278.44","1,297.04","1,277.94",1.24%
16-Nov-17,"1,278.47","1,278.47","1,281.60","1,274.98",-0.03%
15-Nov-17,"1,278.80","1,281.00","1,289.47","1,277.04",-0.15%
14-Nov-17,"1,280.71","1,278.17","1,283.68","1,270.64",0.21%
13-Nov-17,"1,277.99","1,275.16","1,280.22","1,274.29",0.14%
10-Nov-17,"1,276.14","1,285.21","1,287.16","1,273.33",-0.71%
9-Nov-17,"1,285.30","1,281.62","1,288.72","1,280.09",0.31%
8-Nov-17,"1,281.30","1,275.85","1,287.52","1,275.23",0.45%
7-Nov-17,"1,275.53","1,281.82","1,281.97","1,271.68",-0.47%
6-Nov-17,"1,281.55","1,269.49","1,283.01","1,266.05",0.92%
3-Nov-17,"1,269.85","1,276.80","1,279.74","1,265.55",-0.48%
2-Nov-17,"1,275.99","1,274.91","1,284.49","1,273.64",0.13%
1-Nov-17,"1,274.39","1,270.88","1,281.25","1,267.98",0.22%
31-Oct-17,"1,271.58","1,276.29","1,278.36","1,268.01",-0.37%
30-Oct-17,"1,276.24","1,273.59","1,279.29","1,268.80",0.23%
27-Oct-17,"1,273.35","1,268.07","1,274.80","1,264.10",0.49%
26-Oct-17,"1,267.11","1,277.56","1,282.80","1,265.69",-0.81%
25-Oct-17,"1,277.41","1,276.85","1,280.39","1,271.03",0.05%
24-Oct-17,"1,276.72","1,282.01","1,284.06","1,273.43",-0.42%
23-Oct-17,"1,282.07","1,277.45","1,283.66","1,272.24",0.11%
20-Oct-17,"1,280.72","1,289.57","1,291.47","1,277.88",-0.70%
19-Oct-17,"1,289.79","1,281.25","1,290.69","1,276.61",0.67%
18-Oct-17,"1,281.17","1,285.18","1,289.08","1,277.13",-0.31%
17-Oct-17,"1,285.19","1,295.32","1,296.66","1,281.69",-0.74%
16-Oct-17,"1,294.74","1,303.88","1,306.80","1,291.01",-0.78%
13-Oct-17,"1,304.88","1,293.73","1,304.88","1,291.04",0.87%
12-Oct-17,"1,293.60","1,292.01","1,297.60","1,289.47",0.14%
11-Oct-17,"1,291.80","1,287.91","1,293.56","1,284.12",0.31%
10-Oct-17,"1,287.85","1,284.35","1,294.63","1,282.29",0.29%
9-Oct-17,"1,284.10","1,275.45","1,285.50","1,275.21",0.63%
6-Oct-17,"1,276.03","1,269.09","1,277.18","1,260.89",0.63%
5-Oct-17,"1,268.05","1,275.16","1,279.42","1,266.90",-0.52%
4-Oct-17,"1,274.69","1,271.64","1,282.42","1,270.85",0.23%
3-Oct-17,"1,271.75","1,270.71","1,274.71","1,267.91",0.05%
2-Oct-17,"1,271.12","1,279.50","1,279.61","1,270.45",-0.65%
29-Sep-17,"1,279.45","1,286.91","1,290.47","1,278.24",-0.61%
28-Sep-17,"1,287.30","1,281.11","1,289.00","1,277.64",0.48%
27-Sep-17,"1,281.12","1,293.61","1,296.54","1,281.12",-0.99%
26-Sep-17,"1,293.89","1,309.90","1,313.92","1,293.04",-1.27%
25-Sep-17,"1,310.55","1,297.67","1,311.90","1,290.63",1.02%
22-Sep-17,"1,297.38","1,291.30","1,299.14","1,291.30",0.46%
21-Sep-17,"1,291.39","1,301.02","1,302.07","1,287.99",-0.75%
20-Sep-17,"1,301.15","1,310.94","1,316.25","1,295.96",-0.77%
19-Sep-17,"1,311.28","1,307.30","1,311.78","1,304.98",0.28%
18-Sep-17,"1,307.57","1,320.50","1,320.50","1,305.03",-0.91%
15-Sep-17,"1,319.62","1,329.83","1,334.76","1,319.62",-0.77%
14-Sep-17,"1,329.83","1,323.56","1,330.69","1,316.11",0.50%
13-Sep-17,"1,323.25","1,331.95","1,335.05","1,320.91",-0.65%
12-Sep-17,"1,331.94","1,327.86","1,332.43","1,322.55",0.35%
11-Sep-17,"1,327.32","1,337.45","1,340.36","1,326.36",-1.44%
8-Sep-17,"1,346.71","1,348.83","1,357.94","1,343.00",-0.18%
7-Sep-17,"1,349.20","1,334.27","1,350.27","1,332.60",1.13%
6-Sep-17,"1,334.14","1,339.55","1,342.84","1,331.66",-0.39%
5-Sep-17,"1,339.33","1,335.07","1,345.18","1,327.96",0.35%
4-Sep-17,"1,334.67","1,334.38","1,339.85","1,331.92",0.73%
1-Sep-17,"1,324.97","1,321.80","1,329.20","1,316.65",0.22%
31-Aug-17,"1,322.07","1,308.80","1,324.11","1,300.82",1.02%
30-Aug-17,"1,308.76","1,309.26","1,313.87","1,305.26",-0.06%
29-Aug-17,"1,309.50","1,317.75","1,326.14","1,304.93",-0.08%
28-Aug-17,"1,310.49","1,292.76","1,312.99","1,292.49",1.50%
25-Aug-17,"1,291.15","1,285.91","1,294.14","1,278.66",0.37%
24-Aug-17,"1,286.33","1,289.98","1,291.30","1,284.55",-0.33%
23-Aug-17,"1,290.62","1,285.56","1,292.03","1,283.09",0.46%
22-Aug-17,"1,284.72","1,291.18","1,292.69","1,282.11",-0.50%
21-Aug-17,"1,291.22","1,283.60","1,293.58","1,280.60",0.52%
18-Aug-17,"1,284.50","1,288.20","1,301.20","1,283.64",-0.27%
17-Aug-17,"1,288.01","1,283.61","1,290.47","1,282.20",0.38%
16-Aug-17,"1,283.10","1,271.87","1,284.29","1,268.19",0.86%
15-Aug-17,"1,272.13","1,282.36","1,282.77","1,267.98",-0.77%
14-Aug-17,"1,281.95","1,289.09","1,289.82","1,278.12",-0.56%
11-Aug-17,"1,289.21","1,286.45","1,292.26","1,281.55",0.18%
10-Aug-17,"1,286.90","1,277.56","1,288.63","1,274.85",0.73%
9-Aug-17,"1,277.55","1,261.41","1,279.06","1,260.96",1.34%
8-Aug-17,"1,260.64","1,257.61","1,265.70","1,251.41",0.23%
7-Aug-17,"1,257.69","1,259.03","1,260.38","1,255.68",-0.07%
4-Aug-17,"1,258.60","1,269.01","1,270.94","1,254.75",-0.79%
3-Aug-17,"1,268.65","1,266.46","1,271.37","1,258.70",0.15%
2-Aug-17,"1,266.70","1,268.80","1,273.34","1,263.18",-0.19%
1-Aug-17,"1,269.05","1,268.80","1,274.47","1,264.05",-0.04%
31-Jul-17,"1,269.55","1,270.16","1,271.48","1,265.93",0.02%
28-Jul-17,"1,269.25","1,259.36","1,271.34","1,257.45",0.81%
27-Jul-17,"1,259.00","1,260.50","1,265.49","1,254.52",-0.17%
26-Jul-17,"1,261.10","1,250.00","1,263.92","1,243.91",0.96%
25-Jul-17,"1,249.05","1,254.77","1,258.18","1,249.01",-0.49%
24-Jul-17,"1,255.24","1,255.66","1,259.18","1,251.78",0.03%
21-Jul-17,"1,254.90","1,244.16","1,256.30","1,243.35",0.82%
20-Jul-17,"1,244.74","1,241.03","1,247.98","1,235.24",0.31%
19-Jul-17,"1,240.87","1,242.58","1,244.48","1,236.05",-0.13%
18-Jul-17,"1,242.46","1,233.84","1,245.06","1,233.01",0.65%
17-Jul-17,"1,234.40","1,228.60","1,236.44","1,228.30",0.44%
14-Jul-17,"1,228.98","1,216.63","1,233.16","1,214.95",0.95%
13-Jul-17,"1,217.45","1,220.21","1,224.92","1,216.63",-0.21%
12-Jul-17,"1,220.00","1,217.95","1,226.10","1,214.51",0.19%
11-Jul-17,"1,217.69","1,214.59","1,217.79","1,207.89",0.28%
10-Jul-17,"1,214.35","1,213.70","1,215.60","1,204.85",0.12%
7-Jul-17,"1,212.90","1,224.39","1,227.20","1,207.25",-1.00%
6-Jul-17,"1,225.15","1,227.06","1,229.57","1,222.56",-0.15%
5-Jul-17,"1,226.95","1,223.55","1,229.34","1,217.64",0.24%
4-Jul-17,"1,223.97","1,221.94","1,226.74","1,220.69",0.29%
3-Jul-17,"1,220.46","1,241.46","1,242.83","1,218.41",-1.70%
30-Jun-17,"1,241.60","1,244.82","1,248.59","1,239.70",-0.33%
29-Jun-17,"1,245.74","1,249.18","1,253.71","1,239.66",-0.29%
28-Jun-17,"1,249.32","1,247.37","1,255.11","1,247.37",0.18%
27-Jun-17,"1,247.10","1,243.65","1,253.13","1,241.12",0.21%
26-Jun-17,"1,244.45","1,258.13","1,258.54","1,236.96",-0.99%
23-Jun-17,"1,256.90","1,250.00","1,259.31","1,249.74",0.50%
22-Jun-17,"1,250.62","1,245.55","1,255.05","1,245.55",0.33%
21-Jun-17,"1,246.55","1,243.16","1,248.31","1,241.25",0.27%
20-Jun-17,"1,243.19","1,244.04","1,248.38","1,241.38",0.00%
19-Jun-17,"1,243.25","1,254.00","1,256.12","1,243.22",-0.83%
16-Jun-17,"1,253.63","1,254.36","1,257.63","1,251.55",-0.03%
15-Jun-17,"1,254.00","1,260.70","1,267.04","1,251.68",-0.57%
14-Jun-17,"1,261.18","1,266.28","1,279.87","1,257.15",-0.37%
13-Jun-17,"1,265.85","1,264.75","1,269.42","1,259.66",0.01%
12-Jun-17,"1,265.74","1,267.42","1,271.01","1,263.95",-0.05%
9-Jun-17,"1,266.40","1,279.29","1,281.30","1,264.74",-0.98%
8-Jun-17,"1,278.90","1,287.45","1,289.34","1,271.49",-0.62%
7-Jun-17,"1,286.91","1,294.39","1,295.28","1,283.00",-0.55%
6-Jun-17,"1,294.00","1,280.26","1,296.47","1,279.44",1.10%
5-Jun-17,"1,279.95","1,279.34","1,283.77","1,278.00",0.00%
2-Jun-17,"1,279.98","1,266.11","1,279.98","1,259.00",1.13%
1-Jun-17,"1,265.64","1,268.89","1,270.72","1,261.49",-0.23%
31-May-17,"1,268.59","1,263.05","1,274.24","1,259.26",0.43%
30-May-17,"1,263.10","1,267.24","1,270.86","1,259.39",-0.31%
29-May-17,"1,266.97","1,267.47","1,269.12","1,265.12",-0.01%
26-May-17,"1,267.05","1,255.60","1,269.88","1,252.88",0.90%
25-May-17,"1,255.76","1,258.49","1,260.08","1,253.89",-0.22%
24-May-17,"1,258.55","1,251.26","1,259.37","1,247.70",0.59%
23-May-17,"1,251.16","1,260.13","1,264.18","1,250.46",-0.74%
22-May-17,"1,260.46","1,256.10","1,263.00","1,251.61",0.39%
19-May-17,"1,255.55","1,246.67","1,256.98","1,246.61",0.68%
18-May-17,"1,247.05","1,261.56","1,265.54","1,245.90",-1.09%
17-May-17,"1,260.74","1,237.31","1,261.55","1,236.30",1.94%
16-May-17,"1,236.80","1,231.46","1,239.50","1,230.51",0.49%
15-May-17,"1,230.71","1,228.40","1,237.76","1,227.20",0.15%
12-May-17,"1,228.83","1,225.41","1,232.26","1,224.55",0.32%
11-May-17,"1,224.85","1,218.74","1,228.20","1,217.81",0.47%
10-May-17,"1,219.15","1,221.42","1,226.15","1,217.49",-0.18%
9-May-17,"1,221.30","1,226.12","1,229.01","1,214.21",-0.41%
8-May-17,"1,226.30","1,225.67","1,237.10","1,225.36",-0.12%
5-May-17,"1,227.74","1,227.93","1,235.79","1,225.83",0.00%
4-May-17,"1,227.75","1,238.66","1,241.77","1,225.70",-0.86%
3-May-17,"1,238.38","1,256.71","1,257.29","1,236.41",-1.47%
2-May-17,"1,256.90","1,256.51","1,257.89","1,251.48",0.01%
1-May-17,"1,256.80","1,268.60","1,271.60","1,254.16",-0.90%
28-Apr-17,"1,268.15","1,264.26","1,269.08","1,263.30",0.28%
27-Apr-17,"1,264.60","1,268.80","1,270.53","1,261.61",-0.35%
26-Apr-17,"1,269.05","1,264.41","1,271.10","1,260.30",0.42%
25-Apr-17,"1,263.76","1,276.96","1,278.57","1,261.81",-0.90%
24-Apr-17,"1,275.30","1,269.88","1,277.48","1,266.01",-0.72%
21-Apr-17,"1,284.50","1,281.96","1,288.67","1,278.43",0.21%
20-Apr-17,"1,281.85","1,280.06","1,283.79","1,276.74",0.17%
19-Apr-17,"1,279.66","1,290.21","1,291.51","1,276.48",-0.77%
18-Apr-17,"1,289.64","1,284.94","1,292.70","1,279.40",0.38%
17-Apr-17,"1,284.80","1,292.96","1,295.92","1,281.61",-0.07%
14-Apr-17,"1,285.69","1,287.35","1,288.75","1,285.31",-0.16%
13-Apr-17,"1,287.74","1,285.54","1,289.03","1,281.74",0.09%
12-Apr-17,"1,286.60","1,274.51","1,287.29","1,272.42",0.95%
11-Apr-17,"1,274.44","1,255.23","1,275.55","1,253.29",1.57%
10-Apr-17,"1,254.73","1,254.26","1,257.70","1,247.50",0.05%
7-Apr-17,"1,254.05","1,252.11","1,270.96","1,250.80",0.18%
6-Apr-17,"1,251.80","1,256.40","1,259.46","1,249.85",-0.28%
5-Apr-17,"1,255.30","1,255.73","1,257.78","1,243.85",-0.07%
4-Apr-17,"1,256.22","1,255.46","1,261.90","1,254.46",0.23%
3-Apr-17,"1,253.35","1,248.40","1,254.20","1,244.55",0.34%
31-Mar-17,"1,249.13","1,242.83","1,251.11","1,240.05",0.47%
30-Mar-17,"1,243.30","1,253.10","1,254.20","1,242.61",-0.73%
29-Mar-17,"1,252.45","1,251.64","1,255.16","1,247.25",0.07%
28-Mar-17,"1,251.63","1,253.82","1,258.46","1,247.52",-0.21%
27-Mar-17,"1,254.30","1,248.01","1,261.53","1,247.69",0.81%
24-Mar-17,"1,244.17","1,244.88","1,252.28","1,240.72",-0.09%
23-Mar-17,"1,245.30","1,248.86","1,253.62","1,242.84",-0.32%
22-Mar-17,"1,249.35","1,244.15","1,251.76","1,243.89",0.35%
21-Mar-17,"1,245.00","1,233.78","1,248.10","1,226.82",0.90%
20-Mar-17,"1,233.90","1,229.79","1,236.25","1,229.51",0.39%
17-Mar-17,"1,229.15","1,227.31","1,232.45","1,225.06",0.19%
16-Mar-17,"1,226.78","1,219.03","1,233.51","1,217.83",0.61%
15-Mar-17,"1,219.40","1,199.11","1,222.66","1,197.93",1.69%
14-Mar-17,"1,199.08","1,204.25","1,208.38","1,197.54",-0.41%
13-Mar-17,"1,204.05","1,205.43","1,211.66","1,202.47",-0.04%
10-Mar-17,"1,204.55","1,200.80","1,206.43","1,194.62",0.31%
9-Mar-17,"1,200.83","1,207.63","1,209.17","1,199.12",-0.56%
8-Mar-17,"1,207.58","1,215.65","1,218.68","1,206.13",-0.67%
7-Mar-17,"1,215.67","1,225.62","1,227.25","1,213.67",-0.84%
6-Mar-17,"1,225.96","1,232.81","1,237.17","1,224.65",-0.68%
3-Mar-17,"1,234.30","1,234.80","1,236.28","1,222.59",-0.08%
2-Mar-17,"1,235.30","1,249.44","1,250.36","1,231.16",-1.09%
1-Mar-17,"1,248.94","1,248.57","1,250.68","1,236.53",0.03%
28-Feb-17,"1,248.59","1,252.48","1,258.37","1,247.48",-0.33%
27-Feb-17,"1,252.76","1,257.41","1,263.88","1,250.48",-0.33%
24-Feb-17,"1,256.94","1,249.52","1,260.48","1,247.54",0.60%
23-Feb-17,"1,249.41","1,237.79","1,251.21","1,235.20",0.95%
22-Feb-17,"1,237.69","1,236.22","1,240.72","1,231.62",0.14%
21-Feb-17,"1,235.97","1,237.03","1,238.92","1,225.80",-0.19%
20-Feb-17,"1,238.38","1,235.20","1,239.29","1,232.62",0.25%
17-Feb-17,"1,235.29","1,239.25","1,243.84","1,234.52",-0.31%
16-Feb-17,"1,239.14","1,233.34","1,242.71","1,232.04",0.50%
15-Feb-17,"1,232.94","1,228.89","1,233.61","1,216.80",0.35%
14-Feb-17,"1,228.61","1,225.74","1,234.87","1,221.75",0.26%
13-Feb-17,"1,225.44","1,231.84","1,232.65","1,219.37",-0.70%
10-Feb-17,"1,234.12","1,230.62","1,237.07","1,221.12",0.26%
9-Feb-17,"1,230.89","1,242.48","1,244.52","1,230.22",-0.89%
8-Feb-17,"1,241.99","1,234.04","1,245.06","1,230.29",0.67%
7-Feb-17,"1,233.72","1,235.23","1,235.86","1,227.41",-0.15%
6-Feb-17,"1,235.59","1,219.67","1,235.84","1,219.01",1.29%
3-Feb-17,"1,219.88","1,215.89","1,221.48","1,207.18",0.32%
2-Feb-17,"1,215.93","1,209.53","1,225.41","1,208.26",0.53%
1-Feb-17,"1,209.49","1,210.89","1,213.59","1,198.12",-0.09%
31-Jan-17,"1,210.63","1,195.38","1,215.49","1,193.83",1.28%
30-Jan-17,"1,195.35","1,192.85","1,199.88","1,188.15",0.31%
27-Jan-17,"1,191.60","1,188.78","1,192.06","1,181.04",0.25%
26-Jan-17,"1,188.57","1,199.93","1,202.67","1,184.11",-0.98%
25-Jan-17,"1,200.31","1,208.79","1,209.84","1,192.83",-0.70%
24-Jan-17,"1,208.81","1,217.40","1,219.66","1,206.02",-0.71%
23-Jan-17,"1,217.48","1,209.43","1,219.54","1,209.27",0.62%
20-Jan-17,"1,209.96","1,205.16","1,215.30","1,198.68",0.40%
19-Jan-17,"1,205.14","1,203.92","1,206.88","1,195.86",0.12%
18-Jan-17,"1,203.64","1,216.56","1,217.60","1,201.91",-1.06%
17-Jan-17,"1,216.54","1,202.80","1,218.72","1,202.38",1.11%
16-Jan-17,"1,203.17","1,200.55","1,208.23","1,198.17",0.46%
13-Jan-17,"1,197.66","1,195.96","1,201.20","1,187.93",0.17%
12-Jan-17,"1,195.66","1,191.75","1,207.07","1,191.00",0.32%
11-Jan-17,"1,191.85","1,187.74","1,198.79","1,177.33",0.35%
10-Jan-17,"1,187.74","1,181.32","1,190.57","1,179.86",0.55%
9-Jan-17,"1,181.27","1,172.64","1,185.91","1,171.89",0.72%
6-Jan-17,"1,172.81","1,180.38","1,181.49","1,170.37",-0.65%
5-Jan-17,"1,180.48","1,163.67","1,184.99","1,162.38",1.43%
4-Jan-17,"1,163.80","1,159.28","1,168.23","1,156.35",0.42%
3-Jan-17,"1,158.91","1,150.80","1,163.61","1,145.77",0.73%
2-Jan-17,"1,150.52","1,150.55","1,152.66","1,149.66",-0.12%
30-Dec-16,"1,151.85","1,158.68","1,163.53","1,149.49",-0.56%
29-Dec-16,"1,158.32","1,142.39","1,159.58","1,140.81",1.39%
28-Dec-16,"1,142.45","1,139.64","1,144.84","1,136.54",0.27%
27-Dec-16,"1,139.35","1,134.06","1,149.48","1,131.85",0.48%
26-Dec-16,"1,133.94","1,133.94","1,133.94","1,133.94",0.04%
23-Dec-16,"1,133.49","1,128.89","1,136.12","1,128.18",0.43%
22-Dec-16,"1,128.69","1,131.80","1,134.17","1,127.43",-0.27%
21-Dec-16,"1,131.80","1,132.14","1,137.50","1,129.29",-0.04%
20-Dec-16,"1,132.20","1,139.34","1,140.08","1,125.63",-0.60%
19-Dec-16,"1,139.05","1,134.35","1,142.70","1,134.14",0.44%
16-Dec-16,"1,134.09","1,128.44","1,141.28","1,126.46",0.50%
15-Dec-16,"1,128.43","1,143.81","1,144.50","1,122.44",-1.38%
14-Dec-16,"1,144.25","1,158.39","1,165.10","1,139.47",-1.22%
13-Dec-16,"1,158.35","1,162.45","1,165.16","1,154.71",-0.33%
12-Dec-16,"1,162.21","1,159.01","1,165.85","1,151.43",0.37%
9-Dec-16,"1,157.87","1,170.48","1,172.22","1,156.17",-1.08%
8-Dec-16,"1,170.55","1,173.65","1,178.62","1,168.88",-0.29%
7-Dec-16,"1,174.00","1,169.64","1,180.30","1,165.35",0.36%
6-Dec-16,"1,169.74","1,170.18","1,175.40","1,166.53",-0.04%
5-Dec-16,"1,170.26","1,182.80","1,187.79","1,157.08",-0.57%
2-Dec-16,"1,176.92","1,171.05","1,178.03","1,166.20",0.48%
1-Dec-16,"1,171.30","1,173.29","1,177.07","1,160.77",-0.15%
30-Nov-16,"1,173.11","1,188.72","1,195.36","1,170.75",-1.29%
29-Nov-16,"1,188.46","1,193.30","1,195.06","1,180.97",-0.42%
28-Nov-16,"1,193.44","1,183.10","1,197.60","1,182.96",0.83%
25-Nov-16,"1,183.63","1,184.96","1,193.96","1,171.96",-0.03%
24-Nov-16,"1,184.00","1,188.11","1,191.34","1,181.79",-0.32%
23-Nov-16,"1,187.77","1,212.24","1,215.05","1,181.57",-2.02%
22-Nov-16,"1,212.24","1,214.29","1,221.45","1,206.24",-0.15%
21-Nov-16,"1,214.05","1,208.10","1,218.02","1,205.74",0.44%
18-Nov-16,"1,208.69","1,216.39","1,218.13","1,203.90",-0.63%
17-Nov-16,"1,216.39","1,225.68","1,231.80","1,211.12",-0.73%
16-Nov-16,"1,225.30","1,228.38","1,233.47","1,221.60",-0.23%
15-Nov-16,"1,228.08","1,220.24","1,231.54","1,219.06",0.64%
14-Nov-16,"1,220.26","1,227.91","1,231.56","1,211.47",-0.44%
11-Nov-16,"1,225.68","1,259.82","1,265.50","1,219.50",-2.71%
10-Nov-16,"1,259.76","1,277.68","1,292.22","1,252.28",-1.43%
9-Nov-16,"1,278.00","1,275.45","1,337.60","1,269.38",0.19%
8-Nov-16,"1,275.64","1,281.66","1,290.84","1,273.04",-0.45%
7-Nov-16,"1,281.41","1,291.61","1,295.90","1,277.80",-1.75%
4-Nov-16,"1,304.25","1,302.61","1,307.11","1,294.65",0.04%
3-Nov-16,"1,303.75","1,297.16","1,306.90","1,285.51",0.49%
2-Nov-16,"1,297.39","1,287.90","1,308.26","1,287.50",0.72%
1-Nov-16,"1,288.15","1,277.17","1,292.21","1,275.55",0.84%
31-Oct-16,"1,277.38","1,278.01","1,279.64","1,270.89",0.08%
28-Oct-16,"1,276.30","1,268.39","1,284.53","1,262.42",0.63%
27-Oct-16,"1,268.30","1,267.15","1,273.17","1,265.40",0.10%
26-Oct-16,"1,266.99","1,273.30","1,276.89","1,264.58",-0.58%
25-Oct-16,"1,274.35","1,265.67","1,277.17","1,262.40",0.78%
24-Oct-16,"1,264.44","1,266.21","1,272.25","1,260.75",-0.18%
21-Oct-16,"1,266.75","1,266.10","1,268.43","1,261.20",0.06%
20-Oct-16,"1,266.00","1,269.55","1,274.02","1,264.55",-0.27%
19-Oct-16,"1,269.40","1,262.63","1,273.84","1,260.24",0.52%
18-Oct-16,"1,262.84","1,256.60","1,265.38","1,254.90",0.57%
17-Oct-16,"1,255.70","1,250.25","1,257.67","1,250.25",0.41%
14-Oct-16,"1,250.55","1,258.79","1,259.65","1,247.51",-0.60%
13-Oct-16,"1,258.12","1,256.14","1,262.41","1,253.53",0.22%
12-Oct-16,"1,255.33","1,253.45","1,259.26","1,250.31",0.17%
11-Oct-16,"1,253.25","1,259.06","1,262.66","1,252.60",-0.52%
10-Oct-16,"1,259.74","1,257.47","1,265.35","1,256.59",0.22%
7-Oct-16,"1,256.97","1,255.34","1,265.74","1,241.68",0.18%
6-Oct-16,"1,254.74","1,267.73","1,269.94","1,250.20",-0.94%
5-Oct-16,"1,266.70","1,269.41","1,277.51","1,262.12",-0.13%
4-Oct-16,"1,268.30","1,312.18","1,313.52","1,266.81",-3.33%
3-Oct-16,"1,311.96","1,318.24","1,320.11","1,309.58",-0.30%
30-Sep-16,"1,315.96","1,320.56","1,328.23","1,312.83",-0.33%
29-Sep-16,"1,320.27","1,322.08","1,326.02","1,315.89",-0.09%
28-Sep-16,"1,321.41","1,326.90","1,327.74","1,317.89",-0.45%
27-Sep-16,"1,327.36","1,337.77","1,339.78","1,324.81",-0.79%
26-Sep-16,"1,337.97","1,337.07","1,342.46","1,332.56",0.03%
23-Sep-16,"1,337.61","1,337.69","1,341.06","1,333.59",0.02%
22-Sep-16,"1,337.30","1,335.12","1,344.27","1,331.56",0.03%
21-Sep-16,"1,336.85","1,315.10","1,337.22","1,308.60",1.65%
20-Sep-16,"1,315.10","1,312.80","1,318.50","1,312.31",0.13%
19-Sep-16,"1,313.39","1,310.77","1,318.32","1,309.27",0.23%
16-Sep-16,"1,310.43","1,313.91","1,318.43","1,306.62",-0.29%
15-Sep-16,"1,314.25","1,322.72","1,327.53","1,309.70",-0.66%
14-Sep-16,"1,322.97","1,318.88","1,326.26","1,316.13",0.30%
13-Sep-16,"1,319.05","1,327.99","1,332.64","1,315.72",-0.65%
12-Sep-16,"1,327.63","1,328.29","1,330.68","1,320.79",-0.04%
