Date,Price,High,Low,BTC_Price,SP_Price
2010-01-01,1097.35,1097.9,1097.05,6.1,1132.99
2010-01-04,1120.4,1123.8,1093.45,6.1,1132.99
2010-01-05,1119.05,1128.1,1115.25,6.1,1136.52
2010-01-06,1138.9,1140.6,1116.0,6.1,1137.14
2010-01-07,1132.3,1139.15,1128.6,6.1,1141.69
2010-01-08,1136.6,1139.8,1119.95,6.1,1144.98
2010-01-11,1153.0,1161.9,1137.2,6.1,1146.98
2010-01-12,1127.7,1158.4,1125.35,6.1,1136.22
2010-01-13,1138.8,1138.85,1119.75,6.1,1145.68
2010-01-14,1143.25,1146.65,1131.15,6.1,1148.46
2010-01-15,1130.9,1146.6,1127.5,6.1,1136.03
2010-01-18,1133.0,1137.55,1126.75,6.1,1150.23
2010-01-19,1138.1,1140.8,1129.0,6.1,1150.23
2010-01-20,1111.7,1141.6,1107.4,6.1,1138.04
2010-01-21,1095.15,1117.85,1088.7,6.1,1116.48
2010-01-22,1093.0,1099.15,1082.3,6.1,1091.76
2010-01-25,1098.25,1104.2,1091.05,6.1,1096.78
2010-01-26,1098.05,1103.55,1085.8,6.1,1092.17
2010-01-27,1086.85,1102.7,1083.65,6.1,1097.5
2010-01-28,1086.3,1096.35,1074.15,6.1,1084.53
2010-01-29,1081.55,1090.6,1074.85,6.1,1073.87
2010-02-01,1107.35,1107.9,1076.8,6.1,1089.19
2010-02-02,1115.2,1118.35,1099.0,6.1,1103.32
2010-02-03,1109.65,1124.85,1107.2,6.1,1097.28
2010-02-04,1063.45,1111.1,1059.5,6.1,1063.11
2010-02-05,1065.45,1069.15,1044.25,6.1,1066.19
2010-02-08,1063.75,1073.9,1061.9,6.1,1056.74
2010-02-09,1077.3,1083.45,1061.8,6.1,1070.52
2010-02-10,1072.85,1082.5,1063.5,6.1,1068.13
2010-02-11,1095.35,1098.15,1071.35,6.1,1078.47
2010-02-12,1093.4,1097.35,1078.55,6.1,1075.51
2010-02-15,1101.0,1102.65,1092.0,6.1,1094.87
2010-02-16,1119.95,1121.2,1097.85,6.1,1094.87
2010-02-17,1115.2,1127.25,1111.7,6.1,1099.51
2010-02-18,1123.9,1124.05,1098.2,6.1,1106.75
2010-02-19,1118.85,1126.95,1098.95,6.1,1109.17
2010-02-22,1113.7,1131.05,1109.7,6.1,1108.01
2010-02-23,1102.05,1121.2,1099.35,6.1,1094.6
2010-02-24,1096.4,1108.35,1089.85,6.1,1105.24
2010-02-25,1106.1,1109.15,1088.6,6.1,1102.94
2010-02-26,1116.5,1119.2,1104.4,6.1,1104.49
2010-03-01,1117.35,1123.7,1112.05,6.1,1115.71
2010-03-02,1134.65,1137.75,1115.1,6.1,1118.31
2010-03-03,1139.5,1145.0,1132.4,6.1,1118.79
2010-03-04,1132.0,1141.6,1126.1,6.1,1122.97
2010-03-05,1132.05,1140.7,1127.0,6.1,1138.7
2010-03-08,1122.4,1137.8,1118.55,6.1,1138.5
2010-03-09,1120.1,1124.7,1108.95,6.1,1140.45
2010-03-10,1108.2,1128.15,1103.25,6.1,1145.61
2010-03-11,1109.45,1111.65,1100.44,6.1,1150.24
2010-03-12,1102.45,1119.45,1098.65,6.1,1149.99
2010-03-15,1109.1,1109.8,1100.35,6.1,1150.51
2010-03-16,1125.7,1129.45,1109.05,6.1,1159.46
2010-03-17,1125.05,1133.8,1118.85,6.1,1166.21
2010-03-18,1125.95,1129.55,1118.4,6.1,1165.83
2010-03-19,1107.55,1127.5,1101.95,6.1,1159.9
2010-03-22,1102.3,1108.85,1092.75,6.1,1165.81
2010-03-23,1102.65,1108.05,1094.8,6.1,1174.17
2010-03-24,1087.5,1105.4,1085.35,6.1,1167.72
2010-03-25,1091.35,1095.95,1085.45,6.1,1165.73
2010-03-26,1106.6,1110.65,1088.85,6.1,1166.59
2010-03-29,1109.2,1115.45,1104.35,6.1,1173.22
2010-03-30,1103.6,1114.15,1102.45,6.1,1173.27
2010-03-31,1113.8,1118.9,1102.45,6.1,1169.43
2010-04-01,1126.5,1128.75,1112.35,6.1,1178.1
2010-04-02,1120.5,1125.0,1120.0,6.1,1187.44
2010-04-05,1130.7,1134.2,1119.2,6.1,1187.44
2010-04-06,1134.2,1138.9,1123.0,6.1,1189.44
2010-04-07,1148.0,1153.25,1132.8,6.1,1182.45
2010-04-08,1151.15,1154.65,1144.4,6.1,1186.44
2010-04-09,1160.9,1165.35,1149.7,6.1,1194.37
2010-04-12,1152.0,1169.19,1152.0,6.1,1196.48
2010-04-13,1151.15,1157.9,1145.75,6.1,1197.3
2010-04-14,1154.9,1162.6,1150.8,6.1,1210.65
2010-04-15,1158.95,1162.3,1150.85,6.1,1211.67
2010-04-16,1137.45,1160.45,1130.65,6.1,1192.13
2010-04-19,1135.6,1138.45,1124.15,6.1,1197.52
2010-04-20,1140.5,1146.3,1133.45,6.1,1207.17
2010-04-21,1146.3,1150.9,1138.25,6.1,1205.94
2010-04-22,1141.45,1149.5,1132.15,6.1,1208.67
2010-04-23,1157.4,1158.0,1135.45,6.1,1217.28
2010-04-26,1154.88,1160.23,1151.05,6.1,1212.05
2010-04-27,1172.93,1172.93,1146.55,6.1,1183.71
2010-04-28,1165.45,1174.68,1160.65,6.1,1191.36
2010-04-29,1167.1,1171.75,1162.55,6.1,1206.78
2010-04-30,1179.25,1182.05,1161.88,6.1,1186.69
2010-05-03,1182.4,1187.91,1176.3,6.1,1202.26
2010-05-04,1171.65,1192.4,1167.16,6.1,1173.6
2010-05-05,1175.2,1177.31,1158.2,6.1,1165.87
2010-05-06,1208.75,1211.35,1173.35,6.1,1128.15
2010-05-07,1208.3,1213.85,1193.15,6.1,1110.88
2010-05-10,1202.4,1206.0,1184.35,6.1,1159.73
2010-05-11,1232.55,1234.15,1200.7,6.1,1155.79
2010-05-12,1237.35,1249.15,1227.4,6.1,1171.67
2010-05-13,1232.33,1243.35,1227.95,6.1,1157.44
2010-05-14,1233.05,1249.45,1219.55,6.1,1135.68
2010-05-17,1223.75,1243.1,1219.45,6.1,1136.94
2010-05-18,1221.7,1229.85,1207.35,6.1,1120.8
2010-05-19,1191.75,1228.1,1187.62,6.1,1115.05
2010-05-20,1183.1,1198.8,1175.35,6.1,1071.59
2010-05-21,1177.15,1189.35,1168.5,6.1,1087.69
2010-05-24,1192.05,1197.0,1176.48,6.1,1073.65
2010-05-25,1201.1,1204.95,1185.9,6.1,1074.03
2010-05-26,1210.9,1217.21,1201.1,6.1,1067.95
2010-05-27,1212.1,1219.35,1206.6,6.1,1103.06
2010-05-28,1214.81,1216.15,1203.01,6.1,1089.41
2010-05-31,1216.21,1218.3,1210.2,6.1,1070.71
2010-06-01,1225.3,1231.2,1215.05,6.1,1070.71
2010-06-02,1223.85,1227.95,1214.65,6.1,1098.38
2010-06-03,1208.05,1224.95,1201.15,6.1,1102.83
2010-06-04,1220.0,1220.7,1197.65,6.1,1064.88
2010-06-07,1240.05,1245.35,1211.15,6.1,1050.47
2010-06-08,1235.63,1252.2,1233.85,6.1,1062.0
2010-06-09,1232.35,1242.5,1223.75,6.1,1055.69
2010-06-10,1217.8,1234.25,1215.15,6.1,1086.84
2010-06-11,1227.4,1231.7,1216.75,6.1,1091.6
2010-06-14,1222.15,1235.0,1217.05,6.1,1089.63
2010-06-15,1234.45,1237.35,1220.3,6.1,1115.23
2010-06-16,1231.6,1238.65,1227.8,6.1,1114.61
2010-06-17,1245.35,1251.65,1229.9,6.1,1116.04
2010-06-18,1257.35,1262.9,1242.0,6.1,1117.51
2010-06-21,1232.15,1265.4,1230.95,6.1,1113.2
2010-06-22,1239.5,1243.1,1231.65,6.1,1095.31
2010-06-23,1237.2,1247.1,1225.3,6.1,1092.04
2010-06-24,1244.55,1248.35,1228.25,6.1,1073.69
2010-06-25,1255.5,1258.65,1241.35,6.1,1076.76
2010-06-28,1238.05,1263.45,1236.42,6.1,1074.57
2010-06-29,1240.95,1245.3,1227.35,6.1,1041.24
2010-06-30,1242.35,1248.55,1235.45,6.1,1030.71
2010-07-01,1199.65,1244.5,1197.3,6.1,1027.37
2010-07-02,1211.6,1223.35,1197.0,6.1,1022.58
2010-07-05,1208.95,1215.35,1206.55,6.1,1028.06
2010-07-06,1194.25,1215.25,1191.3,6.1,1028.06
2010-07-07,1202.35,1204.25,1185.55,6.1,1060.27
2010-07-08,1198.45,1209.7,1189.35,6.1,1070.25
2010-07-09,1212.0,1213.85,1194.7,6.1,1077.96
2010-07-12,1196.85,1214.0,1196.85,6.1,1078.75
2010-07-13,1211.65,1218.6,1195.3,6.1,1095.34
2010-07-14,1208.5,1218.85,1203.16,6.1,1095.17
2010-07-15,1208.55,1217.95,1204.55,6.1,1096.48
2010-07-16,1193.65,1211.0,1186.35,6.1,1064.88
2010-07-19,1183.7,1195.1,1177.65,6.1,1071.25
2010-07-20,1192.3,1194.3,1175.85,6.1,1083.48
2010-07-21,1186.0,1198.05,1183.35,6.1,1069.59
2010-07-22,1194.95,1200.6,1181.05,6.1,1093.67
2010-07-23,1189.1,1203.95,1183.81,6.1,1102.66
2010-07-26,1182.5,1195.3,1179.65,6.1,1115.01
2010-07-27,1162.3,1187.75,1158.15,6.1,1113.84
2010-07-28,1163.55,1166.35,1157.4,6.1,1106.13
2010-07-29,1166.93,1169.8,1159.65,6.1,1101.53
2010-07-30,1180.9,1183.95,1166.0,6.1,1101.6
2010-08-02,1181.85,1191.4,1175.5,6.1,1125.86
2010-08-03,1185.7,1191.35,1179.75,6.1,1120.46
2010-08-04,1195.75,1203.35,1184.4,6.1,1127.24
2010-08-05,1195.1,1200.55,1190.65,6.1,1125.81
2010-08-06,1205.3,1213.61,1193.1,6.1,1121.64
2010-08-09,1201.4,1210.55,1199.9,6.1,1127.79
2010-08-10,1203.85,1208.05,1191.5,6.1,1121.06
2010-08-11,1197.75,1209.75,1194.15,6.1,1089.47
2010-08-12,1213.2,1217.25,1197.85,6.1,1083.61
2010-08-13,1215.55,1219.35,1212.55,6.1,1079.25
2010-08-16,1224.85,1229.15,1214.55,6.1,1079.38
2010-08-17,1224.9,1230.45,1224.1,6.1,1092.54
2010-08-18,1229.55,1233.35,1218.4,6.1,1094.16
2010-08-19,1232.1,1239.15,1229.3,6.1,1075.63
2010-08-20,1228.05,1233.05,1222.25,6.1,1071.69
2010-08-23,1225.4,1233.85,1223.65,6.1,1067.36
2010-08-24,1229.75,1236.0,1210.6,6.1,1051.87
2010-08-25,1240.1,1242.35,1229.65,6.1,1055.33
2010-08-26,1236.05,1246.0,1235.85,6.1,1047.22
2010-08-27,1238.2,1244.25,1233.75,6.1,1064.59
2010-08-30,1236.8,1238.8,1233.8,6.1,1048.92
2010-08-31,1247.65,1251.9,1233.75,6.1,1049.33
2010-09-01,1244.35,1255.15,1242.75,6.1,1080.29
2010-09-02,1251.25,1253.8,1243.5,6.1,1090.1
2010-09-03,1247.1,1255.1,1237.0,6.1,1104.51
2010-09-06,1250.05,1251.45,1247.05,6.1,1091.84
2010-09-07,1255.4,1260.3,1244.5,6.1,1091.84
2010-09-08,1255.2,1262.75,1253.5,6.1,1098.87
2010-09-09,1244.1,1259.3,1242.7,6.1,1104.18
2010-09-10,1246.45,1251.65,1237.05,6.1,1109.55
2010-09-13,1245.45,1249.7,1241.45,6.1,1121.9
2010-09-14,1268.85,1275.25,1244.5,6.1,1121.1
2010-09-15,1268.05,1272.35,1263.45,6.1,1125.07
2010-09-16,1275.55,1278.7,1265.65,6.1,1124.66
2010-09-17,1274.9,1284.25,1273.1,6.1,1125.59
2010-09-20,1278.35,1285.2,1275.5,6.1,1142.71
2010-09-21,1286.95,1292.7,1271.85,6.1,1139.78
2010-09-22,1291.35,1296.6,1285.8,6.1,1134.28
2010-09-23,1292.55,1297.35,1288.25,6.1,1124.83
2010-09-24,1296.95,1300.95,1292.3,6.1,1148.67
2010-09-27,1295.0,1301.0,1293.5,6.1,1142.16
2010-09-28,1309.1,1311.1,1283.6,6.1,1147.7
2010-09-29,1309.9,1314.2,1306.15,6.1,1144.73
2010-09-30,1309.5,1316.8,1296.9,6.1,1141.2
2010-10-01,1318.8,1322.3,1307.1,6.1,1146.24
2010-10-04,1315.25,1321.0,1313.25,6.1,1137.03
2010-10-05,1340.75,1342.2,1312.25,6.1,1160.75
2010-10-06,1349.4,1350.8,1339.65,6.1,1159.97
2010-10-07,1333.7,1365.6,1326.55,6.1,1158.06
2010-10-08,1346.8,1350.2,1325.35,6.1,1165.15
2010-10-11,1353.95,1356.15,1340.85,6.1,1165.32
2010-10-12,1350.6,1356.3,1341.45,6.1,1169.77
2010-10-13,1372.1,1375.15,1349.4,6.1,1178.1
2010-10-14,1381.3,1388.1,1371.25,6.1,1173.81
2010-10-15,1369.15,1386.25,1363.2,6.1,1176.19
2010-10-18,1369.8,1375.3,1353.05,6.1,1184.71
2010-10-19,1335.45,1372.05,1329.3,6.1,1165.9
2010-10-20,1346.35,1348.2,1330.8,6.1,1178.17
2010-10-21,1325.5,1350.05,1318.74,6.1,1180.26
2010-10-22,1328.2,1329.35,1316.09,6.1,1183.08
2010-10-25,1340.45,1350.2,1331.8,6.1,1185.62
2010-10-26,1339.9,1343.9,1328.41,6.1,1185.64
2010-10-27,1325.3,1344.0,1319.24,6.1,1182.45
2010-10-28,1344.35,1346.5,1323.55,6.1,1183.78
2010-10-29,1359.55,1359.95,1335.56,6.1,1183.26
2010-11-01,1351.75,1366.49,1349.8,6.1,1184.38
2010-11-02,1357.5,1359.95,1350.7,6.1,1193.57
2010-11-03,1348.65,1365.25,1324.64,6.1,1197.96
2010-11-04,1392.75,1393.66,1346.75,6.1,1221.06
2010-11-05,1393.9,1398.35,1374.15,6.1,1225.85
2010-11-08,1409.45,1410.7,1387.14,6.1,1223.25
2010-11-09,1390.95,1425.36,1383.74,6.1,1213.4
2010-11-10,1403.75,1410.8,1384.25,6.1,1218.71
2010-11-11,1409.35,1418.25,1396.95,6.1,1213.54
2010-11-12,1368.95,1410.61,1360.26,6.1,1199.21
2010-11-15,1359.49,1377.16,1355.59,6.1,1197.75
2010-11-16,1340.85,1364.85,1329.85,6.1,1178.34
2010-11-17,1337.25,1345.2,1331.3,6.1,1178.59
2010-11-18,1353.85,1359.55,1335.59,6.1,1196.69
2010-11-19,1353.5,1363.29,1341.9,6.1,1199.73
2010-11-22,1366.35,1368.11,1348.55,6.1,1197.84
2010-11-23,1377.2,1382.4,1356.35,6.1,1180.73
2010-11-24,1374.9,1381.7,1369.6,6.1,1198.35
2010-11-25,1374.62,1375.4,1368.25,6.1,1189.4
2010-11-26,1364.42,1375.16,1350.64,6.1,1189.4
2010-11-29,1368.37,1371.13,1354.97,6.1,1187.76
2010-11-30,1384.85,1390.15,1363.04,6.1,1180.55
2010-12-01,1387.1,1397.11,1382.15,6.1,1206.07
2010-12-02,1384.65,1398.6,1382.95,6.1,1221.53
2010-12-03,1415.05,1415.91,1383.55,6.1,1224.71
2010-12-06,1423.55,1427.51,1409.15,6.1,1223.12
2010-12-07,1401.89,1431.45,1396.49,6.1,1223.75
2010-12-08,1382.1,1404.42,1371.85,6.1,1228.28
2010-12-09,1387.64,1394.54,1379.68,6.1,1233.0
2010-12-10,1386.05,1392.55,1372.3,6.1,1240.4
2010-12-13,1393.76,1399.44,1380.55,6.1,1240.46
2010-12-14,1396.25,1408.1,1392.05,6.1,1241.59
2010-12-15,1379.8,1397.4,1377.39,6.1,1235.23
2010-12-16,1369.7,1386.75,1361.75,6.1,1242.87
2010-12-17,1375.41,1379.36,1365.05,6.1,1243.91
2010-12-20,1384.65,1388.45,1376.24,6.1,1247.08
2010-12-21,1385.74,1392.39,1381.16,6.1,1254.6
2010-12-22,1385.0,1391.2,1382.04,6.1,1258.84
2010-12-23,1380.35,1388.96,1372.61,6.1,1256.77
2010-12-24,1384.75,1386.14,1378.82,6.1,1257.54
2010-12-27,1384.1,1386.7,1372.75,6.1,1257.54
2010-12-28,1406.39,1407.15,1382.45,6.1,1258.51
2010-12-29,1410.95,1414.35,1400.75,6.1,1259.78
2010-12-30,1404.45,1414.95,1402.55,6.1,1257.88
2010-12-31,1421.45,1423.15,1405.25,6.1,1257.64
2011-01-03,1414.3,1424.07,1412.24,6.1,1271.87
2011-01-04,1380.6,1417.59,1372.38,6.1,1270.2
2011-01-05,1377.48,1385.73,1364.48,6.1,1276.56
2011-01-06,1371.4,1380.2,1364.95,6.1,1273.85
2011-01-07,1369.6,1379.74,1353.3,6.1,1271.5
2011-01-10,1375.05,1376.5,1365.64,6.1,1269.75
2011-01-11,1382.45,1386.96,1372.9,6.1,1274.48
2011-01-12,1386.5,1389.4,1376.65,6.1,1285.96
2011-01-13,1374.36,1393.61,1370.17,6.1,1283.76
2011-01-14,1361.85,1378.35,1355.49,6.1,1293.24
2011-01-17,1362.78,1366.22,1357.47,6.1,1295.02
2011-01-18,1367.76,1376.61,1360.01,6.1,1295.02
2011-01-19,1370.2,1379.16,1365.7,6.1,1281.92
2011-01-20,1345.85,1371.55,1343.0,6.1,1280.26
2011-01-21,1342.51,1350.7,1337.95,6.1,1283.35
2011-01-24,1334.7,1353.4,1333.85,6.1,1290.84
2011-01-25,1333.75,1338.75,1323.05,6.1,1291.18
2011-01-26,1345.89,1346.76,1325.06,6.1,1296.63
2011-01-27,1311.49,1341.64,1309.09,6.1,1299.54
2011-01-28,1335.35,1347.21,1308.56,6.1,1276.34
2011-01-31,1332.19,1346.18,1323.29,6.1,1286.12
2011-02-01,1340.6,1343.6,1325.65,6.1,1307.59
2011-02-02,1336.8,1343.79,1326.8,6.1,1304.03
2011-02-03,1353.2,1356.15,1325.14,6.1,1307.1
2011-02-04,1349.25,1358.43,1345.3,6.1,1310.87
2011-02-07,1349.1,1353.4,1343.13,6.1,1319.05
2011-02-08,1364.0,1368.18,1348.45,6.1,1324.57
2011-02-09,1362.95,1367.4,1358.36,6.1,1320.88
2011-02-10,1362.01,1366.57,1350.78,6.1,1321.87
2011-02-11,1356.1,1368.51,1353.99,6.1,1329.15
2011-02-14,1362.31,1367.15,1354.45,6.1,1332.32
2011-02-15,1373.4,1376.85,1360.85,6.1,1328.01
2011-02-16,1375.11,1382.29,1368.45,6.1,1336.32
2011-02-17,1383.67,1385.28,1374.43,6.1,1340.43
2011-02-18,1387.3,1392.15,1382.0,6.1,1343.01
2011-02-21,1406.45,1408.7,1388.45,6.1,1315.44
2011-02-22,1398.15,1411.26,1393.14,6.1,1315.44
2011-02-23,1410.45,1416.8,1395.7,6.1,1307.4
2011-02-24,1400.25,1418.42,1392.0,6.1,1306.1
2011-02-25,1409.25,1412.14,1399.54,6.1,1319.88
2011-02-28,1411.65,1416.6,1404.6,6.1,1327.22
2011-03-01,1433.85,1435.0,1409.35,6.1,1306.33
2011-03-02,1434.95,1440.5,1427.9,6.1,1308.44
2011-03-03,1416.4,1436.55,1410.36,6.1,1330.97
2011-03-04,1429.3,1432.36,1413.41,6.1,1321.15
2011-03-07,1433.17,1445.03,1428.28,6.1,1310.13
2011-03-08,1428.89,1437.16,1423.7,6.1,1321.82
2011-03-09,1429.5,1436.55,1423.31,6.1,1320.02
2011-03-10,1413.45,1431.75,1403.12,6.1,1295.11
2011-03-11,1417.4,1424.55,1404.7,6.1,1304.28
2011-03-14,1428.65,1433.89,1419.79,6.1,1296.39
2011-03-15,1395.95,1429.49,1382.9,6.1,1281.87
2011-03-16,1401.3,1408.35,1393.85,6.1,1256.88
2011-03-17,1404.4,1406.95,1388.25,6.1,1273.72
2011-03-18,1419.55,1425.7,1403.4,6.1,1279.21
2011-03-21,1427.05,1436.7,1425.19,6.1,1298.38
2011-03-22,1428.55,1428.74,1424.86,6.1,1293.77
2011-03-23,1438.2,1442.9,1427.61,6.1,1297.54
2011-03-24,1431.1,1449.4,1425.2,6.1,1309.66
2011-03-25,1429.65,1438.7,1422.79,6.1,1313.8
2011-03-28,1420.65,1430.04,1411.95,6.1,1310.19
2011-03-29,1418.8,1425.1,1412.85,6.1,1319.44
2011-03-30,1423.88,1430.5,1412.25,6.1,1328.26
2011-03-31,1432.0,1441.3,1422.25,6.1,1325.83
2011-04-01,1428.38,1436.55,1413.05,6.1,1332.41
2011-04-04,1436.94,1438.94,1427.79,6.1,1332.87
2011-04-05,1451.1,1457.35,1430.1,6.1,1332.63
2011-04-06,1457.5,1462.41,1451.6,6.1,1335.54
2011-04-07,1458.5,1466.8,1454.09,6.1,1333.51
2011-04-08,1475.1,1476.85,1458.25,6.1,1328.17
2011-04-11,1463.4,1476.61,1459.2,6.1,1324.46
2011-04-12,1453.6,1467.5,1443.89,6.1,1314.16
2011-04-13,1457.75,1462.3,1450.96,6.1,1314.41
2011-04-14,1474.9,1477.3,1454.8,6.1,1314.52
2011-04-15,1486.5,1489.9,1473.2,6.1,1319.68
2011-04-18,1495.51,1497.64,1477.59,6.1,1305.14
2011-04-19,1495.1,1501.31,1489.3,6.1,1312.62
2011-04-20,1502.35,1507.7,1495.16,6.1,1330.36
2011-04-21,1504.35,1510.75,1502.35,6.1,1337.38
2011-04-22,1508.13,1512.95,1502.15,6.1,1335.25
2011-04-25,1507.25,1520.1,1503.7,6.1,1335.25
2011-04-26,1507.05,1507.91,1493.0,6.1,1347.24
2011-04-27,1526.9,1530.4,1503.3,6.1,1355.66
2011-04-28,1535.45,1538.85,1524.25,6.1,1360.48
2011-04-29,1565.6,1571.3,1533.0,6.1,1363.61
2011-05-02,1545.0,1576.29,1540.89,6.1,1361.22
2011-05-03,1536.83,1551.8,1527.96,6.1,1356.62
2011-05-04,1515.95,1543.46,1506.5,6.1,1347.32
2011-05-05,1473.65,1523.69,1464.4,6.1,1335.1
2011-05-06,1495.25,1498.59,1471.05,6.1,1340.2
2011-05-09,1513.05,1514.31,1489.99,6.1,1346.29
2011-05-10,1515.72,1519.65,1506.17,6.1,1357.16
2011-05-11,1500.25,1526.8,1496.15,6.1,1342.08
2011-05-12,1502.85,1508.3,1479.3,6.1,1348.65
2011-05-13,1494.55,1516.93,1483.03,6.1,1337.77
2011-05-16,1489.7,1504.9,1487.89,6.1,1329.47
2011-05-17,1486.85,1499.6,1473.5,6.1,1328.98
2011-05-18,1497.0,1501.6,1486.3,6.1,1340.68
2011-05-19,1493.6,1501.51,1488.4,6.1,1343.6
2011-05-20,1513.55,1517.55,1488.95,6.1,1333.27
2011-05-23,1517.2,1518.01,1504.05,6.1,1317.37
2011-05-24,1526.4,1529.45,1515.0,6.1,1316.28
2011-05-25,1525.95,1534.1,1523.06,6.1,1320.47
2011-05-26,1519.05,1531.7,1515.39,6.1,1325.69
2011-05-27,1536.65,1540.1,1520.0,6.1,1331.1
2011-05-30,1538.45,1540.0,1534.39,6.1,1345.2
2011-05-31,1535.35,1542.5,1534.26,6.1,1345.2
2011-06-01,1540.7,1550.64,1529.55,6.1,1314.55
2011-06-02,1533.9,1546.16,1521.6,6.1,1312.94
2011-06-03,1542.5,1547.46,1525.89,6.1,1300.16
2011-06-06,1544.0,1555.3,1542.2,6.1,1286.17
2011-06-07,1544.25,1550.5,1536.7,6.1,1284.94
2011-06-08,1537.55,1548.09,1532.76,6.1,1279.56
2011-06-09,1544.35,1551.3,1534.9,6.1,1289.0
2011-06-10,1531.9,1546.99,1527.74,6.1,1270.98
2011-06-13,1515.23,1533.06,1511.61,6.1,1271.83
2011-06-14,1524.1,1527.8,1513.95,6.1,1287.87
2011-06-15,1530.7,1534.25,1514.36,6.1,1265.42
2011-06-16,1528.85,1532.8,1522.4,6.1,1267.64
2011-06-17,1539.5,1542.15,1522.5,6.1,1271.5
2011-06-20,1540.45,1546.4,1533.24,6.1,1278.36
2011-06-21,1546.2,1548.4,1538.55,6.1,1295.52
2011-06-22,1547.8,1559.75,1543.1,6.1,1287.14
2011-06-23,1520.85,1550.85,1514.7,6.1,1283.5
2011-06-24,1502.15,1527.41,1500.41,6.1,1268.45
2011-06-27,1497.0,1507.29,1492.3,6.1,1280.1
2011-06-28,1501.0,1506.56,1496.0,6.1,1296.67
2011-06-29,1512.05,1513.19,1500.5,6.1,1307.41
2011-06-30,1500.1,1514.21,1498.7,6.1,1320.64
2011-07-01,1486.5,1504.19,1480.01,6.1,1339.67
2011-07-04,1495.95,1497.06,1485.91,6.1,1337.88
2011-07-05,1516.3,1517.09,1493.0,6.1,1337.88
2011-07-06,1529.5,1535.45,1511.89,6.1,1339.22
2011-07-07,1532.55,1536.2,1524.81,6.1,1353.22
2011-07-08,1544.25,1547.3,1526.2,6.1,1343.8
2011-07-11,1554.1,1557.09,1541.9,6.1,1319.49
2011-07-12,1567.2,1574.96,1542.3,6.1,1313.64
2011-07-13,1582.25,1587.96,1564.35,6.1,1317.72
2011-07-14,1587.25,1594.66,1579.3,6.1,1308.87
2011-07-15,1594.1,1595.65,1577.81,6.1,1316.14
2011-07-18,1605.4,1609.01,1593.59,6.1,1305.44
2011-07-19,1588.35,1610.01,1582.59,6.1,1326.73
2011-07-20,1602.1,1603.69,1583.0,6.1,1325.84
2011-07-21,1589.9,1606.16,1586.59,6.1,1343.8
2011-07-22,1599.25,1609.01,1585.36,6.1,1345.02
2011-07-25,1614.55,1622.99,1599.28,6.1,1337.43
2011-07-26,1619.3,1620.49,1608.29,6.1,1331.94
2011-07-27,1613.5,1628.5,1608.96,6.1,1304.89
2011-07-28,1616.85,1620.1,1603.4,6.1,1300.67
2011-07-29,1626.64,1632.8,1610.64,6.1,1292.28
2011-08-01,1620.1,1633.66,1609.69,6.1,1286.94
2011-08-02,1659.75,1661.05,1616.29,6.1,1254.05
2011-08-03,1661.2,1673.15,1652.0,6.1,1260.34
2011-08-04,1648.4,1682.17,1640.09,6.1,1200.07
2011-08-05,1665.0,1670.1,1642.4,6.1,1199.38
2011-08-08,1717.35,1720.49,1662.67,6.1,1119.46
2011-08-09,1743.9,1778.79,1714.75,6.1,1172.53
2011-08-10,1795.0,1797.36,1740.0,6.1,1120.76
2011-08-11,1767.9,1815.79,1734.1,6.1,1172.64
2011-08-12,1746.6,1768.3,1723.55,6.1,1178.81
2011-08-15,1765.5,1766.44,1728.01,6.1,1204.49
2011-08-16,1786.3,1788.2,1761.99,6.1,1192.76
2011-08-17,1788.65,1794.9,1779.39,6.1,1193.89
2011-08-18,1824.35,1829.0,1784.34,6.1,1140.65
2011-08-19,1852.45,1877.5,1821.35,6.1,1123.53
2011-08-22,1898.1,1901.19,1858.2,6.1,1123.82
2011-08-23,1830.15,1911.96,1823.5,6.1,1162.35
2011-08-24,1751.05,1854.11,1749.89,6.1,1177.6
2011-08-25,1771.6,1774.9,1703.45,6.1,1159.27
2011-08-26,1828.55,1829.15,1757.24,6.1,1176.8
2011-08-29,1788.45,1839.24,1776.64,6.1,1210.08
2011-08-30,1835.3,1840.26,1784.05,6.1,1212.92
2011-08-31,1823.8,1839.7,1812.89,6.1,1218.89
2011-09-01,1825.05,1830.6,1814.65,6.1,1204.42
2011-09-02,1884.2,1884.9,1824.0,6.1,1173.97
2011-09-05,1900.49,1904.2,1875.3,6.1,1165.24
2011-09-06,1873.72,1921.11,1860.91,6.1,1165.24
2011-09-07,1816.96,1880.61,1793.69,6.1,1198.62
2011-09-08,1868.76,1870.3,1812.99,6.1,1185.9
2011-09-09,1857.81,1885.89,1824.94,6.1,1154.23
2011-09-12,1813.75,1861.6,1801.09,6.1,1162.27
2011-09-13,1833.8,1843.7,1799.25,6.1,1172.87
2011-09-14,1819.7,1844.89,1808.29,6.1,1188.68
2011-09-15,1789.14,1826.49,1772.54,6.1,1209.11
2011-09-16,1811.95,1822.2,1763.05,6.1,1216.01
2011-09-19,1778.75,1828.47,1770.7,6.1,1204.09
2011-09-20,1803.75,1811.4,1770.24,6.1,1202.09
2011-09-21,1781.79,1816.76,1778.8,6.1,1166.76
2011-09-22,1735.83,1786.19,1721.84,6.1,1129.56
